year,homicide_type,day
2020,Shooting,Monday
2020,Other,Monday
2020,Shooting,Saturday
2020,Shooting,Friday
2020,Shooting,Friday
2020,Shooting,Wednesday
2020,Shooting,Friday
2020,Other,Friday
2020,Stabbing,Monday
2020,Other,Wednesday
2020,Shooting,Friday
2020,Stabbing,Sunday
2020,Shooting,Wednesday
2020,Shooting,Saturday
2020,Other,Sunday
2020,Shooting,Sunday
2020,Other,Sunday
2020,Shooting,Wednesday
2020,Other,Tuesday
2020,Other,Tuesday
2020,Shooting,Sunday
2020,Shooting,Saturday
2020,Other,Thursday
2020,Shooting,Thursday
2020,Shooting,Sunday
2020,Other,Tuesday
2020,Shooting,Tuesday
2020,Shooting,Saturday
2020,Shooting,Tuesday
2020,Shooting,Friday
2020,Stabbing,Thursday
2020,Shooting,Saturday
2020,Other,Thursday
2020,Shooting,Friday
2020,Shooting,Friday
2020,Other,Monday
2020,Stabbing,Sunday
2020,Stabbing,Tuesday
2020,Shooting,Wednesday
2020,Shooting,Thursday
2020,Stabbing,Saturday
2020,Stabbing,Saturday
2020,Stabbing,Wednesday
2020,Shooting,Wednesday
2020,Stabbing,Monday
2020,Shooting,Thursday
2020,Stabbing,Saturday
2020,Stabbing,Saturday
2020,Stabbing,Saturday
2020,Shooting,Sunday
2020,Shooting,Thursday
2020,Shooting,Sunday
2020,Shooting,Sunday
2020,Other,Monday
2020,Shooting,Thursday
2020,Shooting,Saturday
2020,Shooting,Wednesday
2020,Shooting,Sunday
2020,Shooting,Saturday
2020,Stabbing,Monday
2020,Stabbing,Wednesday
2020,Stabbing,Sunday
2020,Shooting,Wednesday
2020,Other,Sunday
2020,Stabbing,Tuesday
2020,Other,Tuesday
2020,Other,Friday
2020,Stabbing,Monday
2021,Stabbing,Wednesday
2021,Shooting,Sunday
2021,Shooting,Thursday
2021,Other,Thursday
2021,Shooting,Friday
2021,Shooting,Sunday
2021,Shooting,Saturday
2021,Shooting,Monday
2021,Shooting,Monday
2021,Shooting,Tuesday
2021,Shooting,Friday
2021,Other,Friday
2021,Other,Friday
2021,Stabbing,Saturday
2021,Other,Saturday
2021,Stabbing,Tuesday
2021,Other,Friday
2021,Shooting,Saturday
2021,Stabbing,Sunday
2021,Stabbing,Sunday
2021,Stabbing,Monday
2021,Stabbing,Thursday
2021,Shooting,Friday
2021,Shooting,Sunday
2021,Other,Saturday
2021,Other,Monday
2021,Other,Wednesday
2021,Shooting,Friday
2021,Shooting,Sunday
2021,Shooting,Sunday
2021,Other,Sunday
2021,Shooting,Monday
2021,Shooting,Monday
2021,Other,Thursday
2021,Shooting,Friday
2021,Other,Friday
2021,Shooting,Saturday
2021,Shooting,Monday
2021,Other,Saturday
2021,Other,Wednesday
2021,Other,Sunday
2021,Other,Monday
2021,Shooting,Tuesday
2021,Stabbing,Wednesday
2021,Stabbing,Friday
2021,Stabbing,Wednesday
2021,Other,Friday
2021,Shooting,Sunday
2021,Shooting,Sunday
2021,Other,Saturday
2021,Shooting,Saturday
2021,Other,Wednesday
2021,Shooting,Friday
2021,Shooting,Saturday
2021,Stabbing,Thursday
2021,Shooting,Friday
2021,Other,Saturday
2021,Other,Sunday
2021,Other,Sunday
2021,Shooting,Tuesday
2021,Shooting,Friday
2021,Shooting,Saturday
2021,Shooting,Sunday
2021,Stabbing,Wednesday
2021,Stabbing,Sunday
2021,Shooting,Wednesday
2021,Shooting,Saturday
2021,Shooting,Thursday
2021,Shooting,Saturday
2021,Shooting,Saturday
2021,Shooting,Saturday
2021,Shooting,Sunday
2021,Shooting,Thursday
2021,Shooting,Friday
2021,Other,Saturday
2021,Other,Friday
2021,Stabbing,Tuesday
2021,Shooting,Tuesday
2021,Shooting,Friday
2021,Stabbing,Thursday
2021,Shooting,Monday
2021,Shooting,Thursday
2021,Shooting,Friday
2021,Shooting,Sunday
2021,Stabbing,Friday
2022,Shooting,Sunday
2022,Shooting,Monday
2022,Shooting,Monday
2022,Stabbing,Monday
2022,Shooting,Monday
2022,Shooting,Saturday
2022,Shooting,Tuesday
2022,Shooting,Wednesday
2022,Shooting,Saturday
2022,Shooting,Sunday
2022,Other,Wednesday
2022,Shooting,Monday
2022,Shooting,Thursday
2022,Shooting,Saturday
2022,Shooting,Monday
2022,Other,Friday
2022,Other,Thursday
2022,Stabbing,Monday
2022,Stabbing,Saturday
2022,Shooting,Thursday
2022,Shooting,Saturday
2022,Stabbing,Friday
2022,Shooting,Thursday
2022,Shooting,Saturday
2022,Shooting,Saturday
2022,Shooting,Monday
2022,Other,Sunday
2022,Shooting,Sunday
2022,Shooting,Wednesday
2022,Shooting,Wednesday
2022,Other,Friday
2022,Other,Friday
2022,Shooting,Saturday
2022,Shooting,Sunday
2022,Shooting,Thursday
2022,Stabbing,Friday
2022,Other,Monday
2022,Shooting,Saturday
2022,Shooting,Sunday
2022,Other,Thursday
2022,Shooting,Tuesday
2022,Shooting,Thursday
2022,Stabbing,Saturday
2022,Stabbing,Friday
2022,Stabbing,Friday
2022,Shooting,Saturday
2022,Stabbing,Saturday
2022,Shooting,Thursday
2022,Stabbing,Tuesday
2022,Stabbing,Wednesday
2022,Stabbing,Wednesday
2022,Shooting,Wednesday
2022,Other,Sunday
2022,Other,Thursday
2022,Stabbing,Tuesday
2022,Shooting,Thursday
2022,Shooting,Saturday
2022,Shooting,Sunday
2022,Shooting,Saturday
2022,Shooting,Friday
2022,Shooting,Monday
2022,Stabbing,Sunday
2022,Shooting,Saturday
2022,Shooting,Tuesday
2022,Shooting,Sunday
2022,Stabbing,Tuesday
2022,Stabbing,Thursday
2022,Shooting,Saturday
2022,Shooting,Friday
2022,Stabbing,Sunday
2022,Shooting,Friday
2023,Other,Wednesday
2023,Other,Friday
2023,Other,Tuesday
2023,Stabbing,Sunday
2023,Other,Sunday
2023,Stabbing,Friday
2023,Stabbing,Monday
2023,Shooting,Monday
2023,Stabbing,Friday
2023,Stabbing,Friday
2023,Shooting,Monday
2023,Other,Thursday
2023,Other,Friday
2023,Stabbing,Saturday
2023,Shooting,Friday
2023,Shooting,Saturday
2023,Shooting,Friday
2023,Other,Tuesday
2023,Other,Monday
2023,Shooting,Wednesday
2023,Stabbing,Friday
2023,Shooting,Saturday
2023,Stabbing,Monday
2023,Stabbing,Sunday
2023,Stabbing,Friday
2023,Other,Tuesday
2023,Shooting,Monday
2023,Other,Tuesday
2023,Shooting,Monday
2023,Stabbing,Sunday
2023,Shooting,Thursday
2023,Stabbing,Friday
2023,Stabbing,Friday
2023,Shooting,Sunday
2023,Other,Friday
2023,Shooting,Friday
2023,Shooting,Wednesday
2023,Shooting,Sunday
2023,Shooting,Monday
2023,Shooting,Tuesday
2023,Stabbing,Thursday
2023,Other,Wednesday
2023,Other,Tuesday
2023,Other,Wednesday
2023,Shooting,Monday
2023,Shooting,Thursday
2023,Stabbing,Saturday
2023,Other,Wednesday
2023,Shooting,Monday
2023,Stabbing,Tuesday
2023,Shooting,Tuesday
2023,Stabbing,Saturday
2023,Shooting,Saturday
2023,Shooting,Saturday
2023,Shooting,Saturday
2023,Stabbing,Sunday
2023,Shooting,Sunday
2023,Stabbing,Thursday
2023,Stabbing,Sunday
2023,Shooting,Monday
2023,Shooting,Wednesday
2023,Stabbing,Friday
2023,Other,Wednesday
2023,Other,Saturday
2023,Stabbing,Saturday
2023,Shooting,Saturday
2023,Other,Sunday
2023,Other,Sunday
2023,Stabbing,Tuesday
2023,Shooting,Friday
2023,Shooting,Saturday
2023,Other,Tuesday
2023,Stabbing,Saturday
